yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2019,2019,VT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,51.6,Race/Ethnicity,"White, non-Hispanic",3218.0,28.0
2019,2019,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.2,Sex,Male,3078.0,41.0
2019,2019,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,26.1,Sex,Male,900.0,13.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,113.2,Race/Ethnicity,"White, non-Hispanic",2758.0,40.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.66,Race/Ethnicity,"White, non-Hispanic",94.0,29.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,156.7,Sex,Male,3084.0,14.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,57.8,Race/Ethnicity,"Multiracial, non-Hispanic",2956.0,6.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,161.1,Race/Ethnicity,Hispanic,3084.0,14.0
2019,2019,UT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.1,Race/Ethnicity,Hispanic,900.0,13.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,100.18,Sex,Female,94.0,29.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,17.4,Age,Age 45-64,900.0,13.0
2019,2019,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.9,Overall,Overall,3078.0,41.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.1,Overall,Overall,2758.0,40.0
2019,2019,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.0,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,12.8,Race/Ethnicity,Hispanic,2758.0,40.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,95.9,Sex,Male,2956.0,6.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,66.25,Race/Ethnicity,Hispanic,3078.0,41.0
2019,2019,WV,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,10.7,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,2.39,Race/Ethnicity,Hispanic,2758.0,40.0
2019,2019,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,41.2,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,311.1,Sex,Female,2749.0,42.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,146.31,Sex,Male,2749.0,42.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,303.9,Sex,Male,3218.0,28.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.31,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,105.4,Sex,Male,2758.0,40.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,7.47,Sex,Female,3078.0,41.0
2019,2019,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,43.2,Sex,Male,3078.0,41.0
2019,2019,VT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,53.1,Overall,Overall,3218.0,28.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,159.88,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",94.0,29.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,32.4,Race/Ethnicity,Hispanic,900.0,13.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,33.6,Race/Ethnicity,"Asian, non-Hispanic",2758.0,40.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,100.7,Race/Ethnicity,Hispanic,3078.0,41.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,14.28,Overall,Overall,2749.0,42.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,339.5,Age,Age >=65,900.0,13.0
2019,2019,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,14.2,Age,Age >=65,3084.0,14.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,146.1,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,100.6,Sex,Male,3218.0,28.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,95.0,Overall,Overall,2956.0,6.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,78.5,Age,Age 45-64,3084.0,14.0
2020,2020,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.0,Age,Age 18-44,94.0,29.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,86.0,Overall,Overall,900.0,13.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,407.1,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,1.8,Age,Age 18-44,3078.0,41.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,4.66,Sex,Female,3084.0,14.0
2019,2019,VT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,56.7,Sex,Male,3218.0,28.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.9,Sex,Female,2758.0,40.0
2019,2019,UT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.2,Age,Age >=65,900.0,13.0
2020,2020,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.9,Overall,Overall,94.0,29.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,7.34,Sex,Female,2758.0,40.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,362.9,Age,Age >=65,2749.0,42.0
2019,2019,VT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,55.11,Sex,Male,3218.0,28.0
2019,2019,WA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,47.9,Race/Ethnicity,"White, non-Hispanic",2956.0,6.0
2019,2019,VT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.44,Race/Ethnicity,"White, non-Hispanic",3218.0,28.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,12.1,Age,Age >=65,2758.0,40.0
2020,2020,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,10.7,Sex,Female,94.0,29.0
2019,2019,UT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.4,Race/Ethnicity,"White, non-Hispanic",900.0,13.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,83.76,Race/Ethnicity,"Black, non-Hispanic",3084.0,14.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,7.16,Sex,Female,2758.0,40.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,259.3,Race/Ethnicity,"White, non-Hispanic",3218.0,28.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,417.1,Sex,Male,2749.0,42.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,368.6,Sex,Male,3084.0,14.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,29.66,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",900.0,13.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,42.29,Sex,Male,900.0,13.0
2019,2019,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,26.4,Age,Age >=65,2749.0,42.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,34.64,Sex,Female,900.0,13.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,144.9,Overall,Overall,3084.0,14.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,132.77,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,143.06,Race/Ethnicity,"Black, non-Hispanic",2749.0,42.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,10.2,Race/Ethnicity,Hispanic,3078.0,41.0
2019,2019,UT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,2.2,Age,Age 18-44,900.0,13.0
2019,2019,VA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,37.0,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,14.49,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.1,Age,Age 45-64,3078.0,41.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.4,Sex,Male,2758.0,40.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,314.1,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.74,Sex,Female,3084.0,14.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,205.0,Overall,Overall,2956.0,6.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,117.3,Sex,Female,3218.0,28.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,7.02,Overall,Overall,2758.0,40.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,168.1,Sex,Male,900.0,13.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,164.8,Race/Ethnicity,"White, non-Hispanic",900.0,13.0
2019,2019,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.8,Overall,Overall,3084.0,14.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.9,Race/Ethnicity,"Multiracial, non-Hispanic",2758.0,40.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,20.97,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",2758.0,40.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,78.05,Race/Ethnicity,Hispanic,3078.0,41.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,95.99,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,2.53,Race/Ethnicity,"White, non-Hispanic",900.0,13.0
